2022.07.22  15:10:42,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:43,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:44,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:45,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:46,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:47,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:48,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:49,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:50,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:51,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:52,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:53,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:54,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  15:10:55,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
