2022.07.22  11:04:12,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:13,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:14,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:15,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:16,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:17,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:18,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:19,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:20,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:21,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:22,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:23,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:24,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:25,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:26,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:27,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:28,16,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:29,17,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.07.22  11:04:30,18,0.33,0.33,0.33,0.33,0.33,0.33,0.33
