time,second,totalvolt(V),totalcurrent(A),excitvolt(V),excitcurrent(A),phaseAvolt(V),phaseBvolt(V),phaseCvolt(V)
2022.08.31  13:22:48,46,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:49,47,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:50,48,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:51,49,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:52,50,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:53,51,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:54,52,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:55,53,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:56,54,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:57,55,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:58,56,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:22:59,57,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:00,58,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:01,59,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:02,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:03,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:04,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:05,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:06,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:07,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:08,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:09,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:10,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:11,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:12,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:13,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:14,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:15,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:16,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:17,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:18,16,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:19,17,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:20,18,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:21,19,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:22,20,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:23,21,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:24,22,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:25,23,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:26,24,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:27,25,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:28,26,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:29,27,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:30,28,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:31,29,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:32,30,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:33,31,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:34,32,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:35,33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:36,34,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:37,35,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:38,36,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:39,37,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:40,38,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:41,39,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:42,40,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:43,41,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:44,42,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:45,43,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:46,44,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:47,45,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:48,46,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:49,47,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:50,48,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:51,49,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:52,50,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:53,51,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:54,52,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:55,53,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:56,54,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:57,55,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:58,56,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:23:59,57,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:00,58,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:01,59,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:02,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:03,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:04,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:05,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:06,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:07,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:08,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:09,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:10,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:11,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:12,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:13,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:14,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:15,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:16,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:17,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:18,16,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:19,17,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:20,18,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:21,19,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:22,20,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:23,21,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:24,22,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:25,23,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:26,24,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:27,25,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:28,26,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:29,27,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:30,28,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:31,29,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:32,30,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:33,31,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:34,32,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:35,33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:36,34,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:37,35,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:38,36,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:39,37,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.08.31  13:24:40,38,0.33,0.33,0.33,0.33,0.33,0.33,0.33
